Skills,Interests,Recommended_Career,source,Education,CGPA,career_label
"accounting skills,active listening,programming language skills,critical thinking,gathering information,business knowledge,analytical skills,finance related skills,communication skills,leadership,risk management skills,designing skills,data visualization skills( power bi/ tableau ),machine learning skills,interpersonal skills,presentation skills,linux,python,artificial intelligence,sql,java,cloud computing,good communication skills,teaching,aws,teaching experience,excel","financial analysis,research,data analytics,data scientist,social media marketing,machine learning",Product Engineer (AI/ML),recommender_dataset,BE,63.365,239
writing skills,"data analytics,govt. job",Mahendra Next Wealth IT Pvt Ltd.Malasamuthiram,recommender_dataset,B.Sc,60,193
"accounting skills,active listening,hardware skills",govt. job,Sale executive,recommender_dataset,B.Com,67,277
"programming language skills,finance related skills,sql",technology,Software Developer,recommender_dataset,B.Sc,78,302
"programming,leadership skills,presentation skills,team work","embedded systems,technology",Embedded Developer,recommender_dataset,B.Tech,74.1,118
"active listening,hardware skills,programming language skills,critical thinking,gathering information,artistic/creative skills,communication skills,leadership,problem solving skills,writing skills,interpersonal skills,presentation skills,matlab,good communication skills","teaching,technology,digital marketing,gardening",Project Engineer,recommender_dataset,B.Tech,85.025,249
"active listening,hardware skills","data analytics,data scientist",Desktop support engineer,recommender_dataset,BE,60,106
"gathering information,business knowledge,editing,problem solving skills,writing skills,c++,sql,java","technology,web designing,data analytics,govt. job,information technology",Software tester,recommender_dataset,B.Sc,71.25,310
"accounting skills,active listening,hardware skills,programming language skills,product knowledge,problem solving skills,java","news coverage,research,sales/marketing,social justice,technology,trading,market reserach,industires,design",VFX Designer,recommender_dataset,B.Tech,59,360
communication skills,technology,Hr admin,recommender_dataset,MBA,60,156
"ai, ml, python, java, sql, oracle, programming, problem solving skills, tableau, designing skills",singing,Computer Software Engineer,recommender_dataset,B.Sc,80,71
"active listening,hardware skills,critical thinking,artistic/creative skills,business knowledge,finance related skills,people management,communication skills,product knowledge,problem solving skills,risk management skills,sales",sales/marketing,Medical representative,recommender_dataset,B.Sc,65.5,211
"python, linux",technology,Computer Software Engineer,recommender_dataset,B.Tech,66.5,71
"accounting skills, ml, python",financial analysis,Back end operations,recommender_dataset,B.Com,70,42
"python, java, sql, oracle, programming, team work, excel, logical skills, interpersonal skills, linux, problem solving skills","financial analysis, teaching, technology, trading",Computer Software Engineer,recommender_dataset,B.Tech,66.5,71
"designing skills,linux,sql,java,cloud computing,mechanical maintenance","technology,sap consultant in mm,machine learning,oil and gas",Associate,recommender_dataset,B.Tech,74,22
"business knowledge, work under pressure, team work","financial analysis, sales/marketing, take risk for profits, entrepreneurship",Sales Executive,recommender_dataset,B.M.S,77,280
teaching,"teaching,govt. job",Teacher,recommender_dataset,MA,50,333
plc/scada/dcs/vlsi,"technology,information technology",Instrumentation and Control Engineer,recommender_dataset,B.Tech,70.3,163
"civil & criminal law,good communication skills","social justice,social causes",Law Intern,recommender_dataset,BALLB,68.4,177
"communication skills,negotiation skills,leadership,problem solving skills,writing skills,hr,teaching","research,teaching,technology,govt. job",Process exceutive,recommender_dataset,M.Sc,89,236
"risk management skills,python,artificial intelligence","technology,information technology,sports industry",Mechine Learning Engineer,recommender_dataset,B.Tech,88,207
"business knowledge, risk managing, reporting","sales/marketing, entrepreneurship",Self employed,recommender_dataset,B.Com,82.175,290
hardware skills,sales/marketing,Cultfit,recommender_dataset,B.Tech,65,80
machine learning skills,technology,Engineer,recommender_dataset,B.Tech,78,121
"programming language skills,analytical skills,data visualization skills( power bi/ tableau ),python,sql",data scientist,Project intern,recommender_dataset,BA,62.25,251
"accounting skills, negotiation skills, work under pressure, logical skills",sales/marketing,Sales Executive,recommender_dataset,B.Com,66,280
"accounting skills,gathering information,people management,communication skills,product knowledge,sales,presentation skills,cad/cae(autocad/catia/ansys/proe/seimensnx),excel",sales/marketing,Marketing Executive,recommender_dataset,BE,78.85,195
team work,take risk for profits,Clothes designer,recommender_dataset,B.Com,59.85,67
leadership,marketing,Marketing executive,recommender_dataset,BBA,68.4,197
"accounting skills,hardware skills,gathering information,business knowledge,analytical skills,communication skills,leadership,problem solving skills,risk management skills,hospitality,hr","sales/marketing,technology,data analytics",I m a marketing head,recommender_dataset,B.Tech,68,158
"artistic/creative skills,finance related skills,mass communication","teaching,social causes",software developer,recommender_dataset,BA,66,377
"artistic/creative skills,leadership",govt. job,Motor controller,recommender_dataset,B.Sc,80,217
"communication skills,python,cloud computing","research,technology",Saleforce developer,recommender_dataset,BE,64.6,278
"active listening,programming language skills,critical thinking,artistic/creative skills,business knowledge,analytical skills,people management,leadership,problem solving skills,data visualization skills( power bi/ tableau ),presentation skills,python,sql,good communication skills",all fields related to data science.,Billing engineer,recommender_dataset,BE,50,45
"active listening,programming language skills,communication skills","research,technology",Service advisor,recommender_dataset,B.Tech,60,296
"product knowledge,problem solving skills,designing skills,python","teaching,technology,trading",Telecaller,recommender_dataset,B.Tech,62,345
"programming, team work, c++, problem solving skills, designing skills, ios",technology,iOS Developer,recommender_dataset,B.Sc,71,371
"active listening,business knowledge,communication skills,mass communication,hr","research,teaching,content writing",HR,recommender_dataset,Bachelor of journalism,71.725,149
"critical thinking, business knowledge, java, people management, work under pressure, leadership, product knowledge, team work, risk managing","social justice, take risk for profits, technology, understand human behaviour",Computer Software Engineer,recommender_dataset,B.E,74.765,71
"accounting skills,hardware skills,product knowledge,data visualization skills( power bi/ tableau )","financial analysis,understand human behaviour,govt. job",accountant,recommender_dataset,MBA,76,370
"python, java, sql, excel",technology,Data Engineer,recommender_dataset,B.Tech,64,92
"data visualization skills( power bi/ tableau ),machine learning skills,c++,presentation skills,r,python,artificial intelligence,sql,content creation,java,cloud computing,aws","digital marketing,data scientist,web development,all fields related to data science.",Data Scientist,recommender_dataset,B.Tech,86.45,95
"active listening,critical thinking,analytical skills,communication skills,negotiation skills,designing skills,java","research,technology,supply chain analysis,information technology",Material Planner,recommender_dataset,BE,70.62,199
"active listening, programming, work under pressure, teamwork,excel,logical skills interpersonal skills, presentation skills, reading","technology,entrepreneurship",Front End Java Developer,recommender_dataset,B.Tech,68.4,134
"active listening,programming language skills,critical thinking,gathering information,artistic/creative skills,negotiation skills,leadership,social media marketing,interpersonal skills,c++,presentation skills,python,sql","financial analysis,news coverage,research,sales/marketing,social justice,technology,web designing,content writing,data analytics,digital marketing,data scientist,web development,market reserach,social media marketing,blockchain,salesforce admin,construction,construction manegement",Associate Software Engineer,recommender_dataset,B.Tech,78.185,29
"accounting skills,programming language skills,gathering information,business knowledge,analytical skills,product knowledge,problem solving skills,sales,social media marketing,python,sql,client management","sales/marketing,technology,understand human behaviour,data analytics,game industry,data scientist,web development",Field sales officer,recommender_dataset,B.Com,56,130
writing,news coverage,Teacher,recommender_dataset,B.Com,92.15,333
"programming language skills,critical thinking,problem solving skills,data visualization skills( power bi/ tableau ),python,artificial intelligence,sql,java,cloud computing,architecture,aws","web designing,data analytics,digital marketing,data scientist",Database Administrator,recommender_dataset,BE,87.4,100
"work under pressure, team work, excel",technology,Mechanical Engineer,recommender_dataset,BE ,55,202
"active listening, leadership, team work, interpersonal skills, building rapport","research, technology",Production specialist,recommender_dataset,B.Tech,82.745,245
"python, java, sql, c++",technology,Computer Software Engineer,recommender_dataset,B.Tech,69.73,71
cad/cae(autocad/catia/ansys/proe/seimensnx),design,Mechanical Design Engineer,recommender_dataset,B.Tech,77.9,201
"programming language skills,business knowledge,people management,communication skills,java,good communication skills","technology,understand human behaviour,web designing,web development",Software Developer,recommender_dataset,B.Tech,73.91,302
"active listening,critical thinking,finance related skills,people management,communication skills,negotiation skills,mass communication,leadership,editing,product knowledge,problem solving skills,risk management skills,designing skills,interpersonal skills,presentation skills","financial analysis,news coverage,technology,supply chain analysis",Mechanical product developer,recommender_dataset,BE,80.75,206
"hardware skills,product knowledge","social justice,technology,industires",General masdor,recommender_dataset,B.Tech,84,143
"java, programming",technology,Mechanical Engineer,recommender_dataset,B.Tech,68,202
"leadership, product knowledge, team work, excel, sales, building rapport, subject knowledge",sales/marketing,Sales Executive,recommender_dataset,B.Com,73.15,280
"communication skills, leadership, team work, excel, interpersonal skills, presentation skills, subject knowledge, autocad, catia",higher studies,Assistant Professor,recommender_dataset,BE,80.75,16
"critical thinking,analytical skills,product knowledge,problem solving skills","research,technology,game industry,product life cycle management",Compliance Engineer,recommender_dataset,B.Tech,73,70
"analytic thinking, gathering informing, sql, programming, communication skills, product knowledge, team work, excel, logical skills, interpersonal skills, problem solving skills",application development,Back End Developer,recommender_dataset,B.Tech,74,40
"programming, communication skills, linux",technology,Java Developer,recommender_dataset,B.Tech,75,166
"active listening,communication skills,editing,machine learning skills","technology,govt. job,industires,design",Mechanical Engineer,recommender_dataset,B.Tech,63.65,202
"ai, ml, python, sql",technology,ASP.NET Developer,recommender_dataset,B.Tech,69,3
"ml, python, critical thinking, analytic thinking, sql, programming, team work, logical skills, presentation skills, r, subject knowledge","financial analysis, research, social justice, take risk for profits, trading, understand human behaviour",Process executive-Data,recommender_dataset,B.Sc,64.6,237
"accounting skills,finance related skills,leadership,problem solving skills,presentation skills",financial analysis,Active Trading Service,recommender_dataset,BBA,56,10
"analytical skills,cad/cae(autocad/catia/ansys/proe/seimensnx),construction management",data scientist,Quality Engineer,recommender_dataset,M.Tech,74,261
"accounting skills,artistic/creative skills,business knowledge,communication skills,mass communication,editing,problem solving skills,designing skills,writing skills,c++,presentation skills,python,content creation,architecture","financial analysis,research,technology,understand human behaviour,understand human body,supply chain analysis,content writing,govt. job,home interior design,social causes,design",Computerized accounting,recommender_dataset,B.Com,80,72
"communication skills, c++, reading, subject knowledge",financial analysis,Loco pilot,recommender_dataset,B.Tech,75.81,186
designing skills,home interior design,Dietician,recommender_dataset,B.Sc,60,110
"linux,ibm aix,shell scripting,domain name system (dns),secure shell (ssh),python,shell scripting,git,jenkins,puppet,ansible,nagios","web development,information technology,blockchain,digital marketing,game industry",DevOps Engineer,recommender_dataset,B.Tech,82.27,107
"accounting skills,active listening,critical thinking,artistic/creative skills,business knowledge,analytical skills,finance related skills,people management,leadership,problem solving skills,writing skills,hr,good communication skills","financial analysis,govt. job",ASSOCIATE OPERATIONS PROCESSOR-1,recommender_dataset,B.Com,77.9,4
"ai, ml, python, java, sql, programming, communication skills, work under pressure, leadership, product knowledge, creativity skills, c++, linux, problem solving skills, writing, observation skills, risk managing, reporting","news coverage, research, teaching, technology",ASP.NET Developer,recommender_dataset,B.E,79.8,3
programming,technology,Front End Developer,recommender_dataset,BE ,84.55,133
"programming language skills,critical thinking,communication skills,data visualization skills( power bi/ tableau ),machine learning skills,c++,presentation skills,python,artificial intelligence,sql,java","technology,data scientist",Associate software engineer,recommender_dataset,B.Tech,66.5,33
"ml, python, sql, r",software,Data Scientist,recommender_dataset,B.Tech,67,95
"ml, python, sql, r, tableau",technology,ML Engineer,recommender_dataset,B.Tech,67,190
pgdca,technology,Buisness devlopment excutive,recommender_dataset,B.Tech,78.85,48
"artistic/creative skills,content creation",content writing,Operations specialist,recommender_dataset,B.Com,75,224
"programming language skills,critical thinking,analytical skills,communication skills,product knowledge,machine learning skills,python,sql,cloud computing","research,sales/marketing,social justice,technology,understand human behaviour,data analytics",Tata projects ltd,recommender_dataset,B.Tech,50,330
"programming language skills,analytical skills,editing,data visualization skills( power bi/ tableau ),machine learning skills,python,java","trading,web designing,data analytics,govt. job",Data scientist,recommender_dataset,B.Sc,62.94,99
"active listening,hardware skills,programming language skills,business knowledge,people management,communication skills,writing skills,machine learning skills,c++,presentation skills,python,sql,content creation,java,matlab,good communication skills","technology,web designing,web development",Testing engineer,recommender_dataset,BE,57,349
"active listening,programming language skills,critical thinking,gathering information,analytical skills,finance related skills,communication skills,negotiation skills,leadership,problem solving skills,machine learning skills,python,sql,good communication skills","technology,data analytics,data scientist",Associate System Engineer,recommender_dataset,B.Tech,78.85,30
"leadership,sql","research,teaching,data analytics",Associate Consultant,recommender_dataset,B.Tech,70,23
"core skills,programming","vlsi,technology",VLSI Developer,recommender_dataset,B.Tech,75.05,362
2d/3d animation,animation,Graphic Designer,recommender_dataset,B.Sc,71.25,146
"people management,civil & criminal law",social causes,senior chemist,recommender_dataset,B.Pharmacy,88,374
"ai, ml, python",technology,Computer Software Engineer,recommender_dataset,B.Tech,74.1,71
"proeficiency in software like staad pro, etabs","construction,urban planning",Civil & Structural Engineer,recommender_dataset,B.Tech,70.3,62
"communication skills,negotiation skills,leadership,proeficiency in software like staad pro, etabs","financial analysis,industires,design,urban planning,project management",Civil & Structural Engineer,recommender_dataset,B.Tech,66.88,62
"artistic/creative skills,teaching","teaching,govt. job",Dance teacher in Dehli public school Jankipuram Lucknow,recommender_dataset,MA,55,89
"critical thinking, analytic thinking, work under pressure, leadership, team work, excel, logical skills, interpersonal skills, presentation skills, observation skills, designing skills, subject knowledge",research,Mechanical Engineer,recommender_dataset,B.E. ,87.4,202
"molecular biology,structural biology. nucleic acid - protein interactions. data analysis","research,understand human body,biotechnology",Teaching Assistant-Biotechnology,recommender_dataset,B.Tech,74.195,335
"programming,leadership skills,presentation skills,team work","technology,entrepreneurship",AWS Developer,recommender_dataset,B.Tech,77.9,6
civil & criminal law,litigation & legal service,Litigation Lawyer,recommender_dataset,BALLB,74.86,185
"programming language skills,c++,r,python,java","technology,web designing,social media marketing",Front End Developer,recommender_dataset,BE,84.55,133
"active listening, ai, ml, python, critical thinking, analytic thinking, sql, programming, communication skills, leadership, market study, team work, tableau","financial analysis, research, technology, entrepreneurship",Civil Engineer,recommender_dataset,B.Tech,82.3,64
gathering information,sports industry,Executive,recommender_dataset,BE,56,125
"people management,communication skills,mass communication,leadership,problem solving skills,risk management skills,client management","financial analysis,research,technology,understand human behaviour",Team leader,recommender_dataset,M.Tech,73.5,339
"programming language skills,machine learning skills,python,sql,aws","technology,data scientist",Application developer,recommender_dataset,B.Tech,67,13
"active listening,business knowledge,communication skills,negotiation skills,product knowledge,writing skills","trading,supply chain analysis,content writing,market reserach,social media marketing",Flipkart customer care executive,recommender_dataset,BA,49,132
"active listening,communication skills,negotiation skills,mass communication,leadership,editing,writing skills,social media marketing,content creation,medical knowledge,java,cloud computing,architecture,hospitality,hr,good communication skills","news coverage,technology,content writing,govt. job,game industry,digital marketing,social media marketing",Content creator,recommender_dataset,Bachelor of journalism,78,75
"life science molecular biology genetics,
polymerase chain reaction (pcr),
protein expression,
biochemistry
·","research,understand human body,biotechnology",Research Associate,recommender_dataset,B.Tech,66.595,269
"amazon web services (aws)sql,java","data analytics,machine learning,cloud computing",System Administrator,recommender_dataset,B.Tech,81.7,324
"editing,risk management skills,designing skills,data visualization skills( power bi/ tableau ),machine learning skills,r,python,sql","web designing,data analytics,game industry,digital marketing,data scientist",IT Operations,recommender_dataset,B.Com,72,161
"editing,problem solving skills,risk management skills,designing skills,c++,r,python,sql","research,sales/marketing,teaching,technology,trading,web designing,data analytics,game industry,digital marketing,data scientist",IT Operations,recommender_dataset,B.Com,72,161
project management,"financial analysis,govt. job,project management",Site Civil Engineer,recommender_dataset,B.Tech,72.2,297
"creativity skills,leadership,market study, teamwork, programming","technology,entrepreneurship",Developer,recommender_dataset,B.Tech,71.25,108
"accounting skills,business knowledge","financial analysis,teaching,understand human behaviour",School accountant,recommender_dataset,B.Tech,63.65,285
"active listening,programming language skills,people management,communication skills,product knowledge,linux,java","financial analysis,game industry",Software developer,recommender_dataset,B.Tech,70.7,307
"artistic/creative skills,analytical skills,editing,writing skills","sales/marketing,trading,understand human behaviour",Dance teacher,recommender_dataset,B.Com,60,88
"gathering information,business knowledge,people management,communication skills,leadership,product knowledge,problem solving skills,risk management skills,client management,good communication skills","technology,trading,product life cycle management",PLM Engineer,recommender_dataset,BE,76,228
"active listening,hardware skills,programming language skills,critical thinking,mass communication","technology,trading,data scientist",Site Engineer,recommender_dataset,B.Tech,67,298
"critical thinking,business knowledge,analytical skills,risk management skills","technology,trading,govt. job,infrastructure,social causes",site Engineer,recommender_dataset,B.Tech,63,376
"active listening,programming language skills,critical thinking,business knowledge,analytical skills,communication skills,data visualization skills( power bi/ tableau ),machine learning skills,python,artificial intelligence,sql","financial analysis,technology,data analytics",Associate consultant,recommender_dataset,B.Tech,80,31
"business knowledge, communication skills, negotiation skills, work under pressure, leadership, editing, product knowledge, team work, logical skills, interpersonal skills, presentation skills, problem solving skills, mass communication, writing, designing skills, subject knowledge","research, technology, entrepreneurship",Associate Engineer - DevOps,recommender_dataset,B.Tech,81.13,26
"programming language skills,sql,java,good communication skills",technology,Associate consultant,recommender_dataset,B.Tech,64,31
"active listening,programming language skills,critical thinking,gathering information,artistic/creative skills,business knowledge,analytical skills,people management,communication skills,negotiation skills,mass communication,leadership,editing,problem solving skills,risk management skills,designing skills,writing skills,data visualization skills( power bi/ tableau ),machine learning skills,c++,presentation skills,python,sql,java,hospitality,hr,matlab,good communication skills","research,social justice,teaching,technology,web designing,content writing,data analytics,game industry,data scientist,market reserach,gardening",Data Science and Game Design Trainer,recommender_dataset,BE,75,94
"programming language skills,critical thinking,analytical skills,finance related skills,communication skills,negotiation skills,leadership,problem solving skills,designing skills,data visualization skills( power bi/ tableau ),interpersonal skills,presentation skills,python,artificial intelligence,good communication skills,teaching","financial analysis,data analytics",I was working as Dean R n D,recommender_dataset,BE,67,159
"sql, excel, writing, reporting, reading, building rapport, subject knowledge",technology,Computer Software Engineer,recommender_dataset,BE,86.45,71
"programming language skills,critical thinking,analytical skills,machine learning skills,python,sql,cloud computing","technology,data analytics,data scientist",Software Engineer,recommender_dataset,M.Tech,76.95,304
civil & criminal law,litigation & legal service,Corporate and Disputes Lawyer,recommender_dataset,BALLB,67.64,78
"programming language skills,product knowledge,risk management skills,machine learning skills,python,excel","technology,data analytics,data scientist,oil and gas",Quality Assurances Engineer,recommender_dataset,BE,64.81,260
"problem solving skills,process safety management",industires,Process Operations Engineer,recommender_dataset,B.Tech,78.85,235
"teamwork ,accounting ,business strategy, team management ,marketing, strategic planning, financial analysis ,management, consulting ,budgeting, financial modelling,financial accounting ,business development ,corporate finance, financial reporting ,financial planning ,forecasting ,financial forecasting, financial metrics,accounts receivable, back reconciliation, business planning, business management, business analysis, managerial finance, financial structuring","financial analysis,financial law",Tax Consultant,recommender_dataset,B.Tech,66.5,331
"active listening, critical thinking, gathering informing, business knowledge, leadership, team work","sales/marketing, trading, entrepreneurship",TRI,recommender_dataset,BBA,75.05,328
"artistic/creative skills,people management,communication skills,mass communication,editing,writing skills","news coverage,research,content writing,govt. job",Sub editor,recommender_dataset,Master of journalism,58.5,320
"active listening, critical thinking, analytic thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, cost accounting, wealth management, observation skills, risk managing","news coverage, research, sales/marketing, entrepreneurship",Computer Software Engineer,recommender_dataset,B.E,76,71
team work,technology,Mechanical Engineer,recommender_dataset,BE,79.8,202
"critical thinking, gathering informing, java, editing, creativity skills, team work, interpersonal skills, building rapport","technology, entrepreneurship, understand human behaviour, understand human body",Software tester,recommender_dataset,BCA ,66,310
"python, excel, presentation skills, writing, subject knowledge","research, teaching",Scientist,recommender_dataset,B.Sc,86,286
cad/cae(autocad/catia/ansys/proe/seimensnx),"industires,design",Mechanical Design Engineer,recommender_dataset,BE,86.45,201
"active listening, ai, critical thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, designing skills, architecture and construction","research, sales/marketing, understand human behaviour, architecture and construction",Junior Architect,recommender_dataset,B.Arch,71.25,170
"critical thinking,analytical skills,data visualization skills( power bi/ tableau ),machine learning skills,python,artificial intelligence","financial analysis,research,technology,supply chain analysis",Assistant Professor,recommender_dataset,B.Sc,76,16
"ai, ml, python, analytic thinking, tableau","financial analysis, technology",Teacher,recommender_dataset,B.Sc,80,333
"programming language skills,analytical skills,artificial intelligence,sql","teaching,data analytics",Traning and Development,recommender_dataset,B.Sc,60,354
"sql, oracle, work under pressure, leadership, editing, cost accounting, creativity skills, market study, team work, excel, linux, ccna",technology,Data Engineer,recommender_dataset,B.Tech,72.2,92
"accounting skills, gathering informing, business knowledge, people management","financial analysis, sales/marketing, trading",Real e-state agent,recommender_dataset,BA,53.2,266
"communication skills, negotiation skills, leadership, excel, microsoft windows, networking basic, computer hardware, l3 printer",technology,IT SUPPORT,recommender_dataset,B.Com,58,162
"active listening,hardware skills,programming language skills,analytical skills,people management,hr","research,sales/marketing,teaching,technology,trading,digital marketing,market reserach,compering",Associative staff,recommender_dataset,MBA,78.75,35
"programming language skills,critical thinking,leadership,machine learning skills,matlab","web designing,digital marketing,industires,design,blockchain",Software Engineer,recommender_dataset,B.Tech,75,304
"creativity skills, programming, teamwork, analytical skills, excel, presentation skills",data analyst,Data Engineer,recommender_dataset,B.Tech,73.15,92
"active listening,critical thinking,problem solving skills,writing skills,teaching","content writing,game industry,digital marketing,market reserach",Digital marketing executive,recommender_dataset,BE,65.455,112
"c, python, javascript",data analytics,Software engineer,recommender_dataset,B.Tech,76,308
"critical thinking, work under pressure, product knowledge, excel, logical skills, presentation skills, problem solving skills, designing skills","research, product analysis",Mechanical Engineer,recommender_dataset,B.Tech,74.7,202
"accounting skills,active listening,hardware skills,programming language skills,mass communication,editing,problem solving skills,risk management skills,designing skills,writing skills,data visualization skills( power bi/ tableau )","financial analysis,data analytics",Tax consultant,recommender_dataset,B.Com,89,332
"accounting skills, python, artistic skills, communication skills, team work, problem solving skills, writing, designing skills, sales","technology, trading",Fruit business,recommender_dataset,B.E,66.5,136
"communication skills, team work","financial analysis, technology, entrepreneurship",Data Engineer,recommender_dataset,BE,71.25,92
"programming language skills,java",technology,Senior Associate,recommender_dataset,BE,50,291
"immunochemistry
immunocytochemistry,
imagej and zen2012 softwares,
sds-page,
thin-layer chromatography (tlc),
agarose gel electrophoresis,
paper chromatography","research,understand human body,biotechnology",Research Associate,recommender_dataset,B.Tech,84.455,269
"active listening,programming language skills,critical thinking,business knowledge,analytical skills,communication skills,negotiation skills,problem solving skills,data visualization skills( power bi/ tableau ),machine learning skills,interpersonal skills,python,sql","research,technology,trading,data analytics,game industry",Program engineering (IT),recommender_dataset,B.Tech,83.315,246
"work under pressure, team work, interpersonal skills, presentation skills, writing",writing,Technical writer,recommender_dataset,B.Tech,77.33,342
"wealth management,java","news coverage,teaching,technology",Junior Developer,recommender_dataset,B.Tech,66,171
"accounting skills,critical thinking,people management,communication skills,java","teaching,technology,service,social causes,information technology",Software Engineer,recommender_dataset,B.Tech,76,304
"data structures,c++,digital marketing,programming,python (programming language),database management system (dbms),mysql","machine learning,all fields related to data science",Specialist Programmer,recommender_dataset,B.Tech,70.87,312
"analytical skills,cad/cae(autocad/catia/ansys/proe/seimensnx)","research,teaching",Assistant Professor,recommender_dataset,BE,72,16
"excel, presentation skills, problem solving skills, writing","financial analysis, teaching, trading, understand human behaviour, understand human body",Stock Trader,recommender_dataset,B.Tech,57.95,315
"risk management skills,sap",industires,Jr. Engineer,recommender_dataset,Diploma,69,168
"analytical skills,problem solving skills,python,sql",data analytics,Lecturer,recommender_dataset,BE,68.4,180
"active listening,hardware skills,critical thinking,business knowledge","news coverage,research,social justice,teaching,technology",Teacher,recommender_dataset,M.Tech,77,333
"electronics hardware design,
product development,
microcontrollers,
pcb design,
robotics,
system deployment,
graphic design,
embedded systems,
assembly language,
iot,
battery management systems,electronic circuit design,electronic hardware,
mechatronics","industires,teaching,technology",Hardware Design Engineer,recommender_dataset,B.Tech,68.4,152
"active listening, business knowledge, work under pressure, team work, interpersonal skills, writing","research, entrepreneurship",Mechanical Engineer,recommender_dataset,B.Tech,90,202
"java, programming",technology,Front End Developer,recommender_dataset,B.Tech,80,133
"python, critical thinking, analytic thinking, gathering informing, business knowledge, sql, programming, people management, communication skills, negotiation skills, work under pressure, leadership, product knowledge, creativity skills, excel, interpersonal skills, presentation skills, wealth management, linux, mass communication, tableau, observation skills, risk managing, reading, subject knowledge","financial analysis, research, sales/marketing, technology, entrepreneurship",Data Engineer,recommender_dataset,B.Tech,71.25,92
"analytic thinking, sql, oracle, programming, team work, linux, building rapport, subject knowledge",financial analysis,Computer Software Engineer,recommender_dataset,MDCS,75,71
communication skills,game industry,Medical Posting,recommender_dataset,BCA,75,208
"ml, python, sql, programming, excel, problem solving skills, tableau","technology, analysis",Sales,recommender_dataset,B.Com,71.25,279
"kicad,keil,dc to dc converters,dc to ac converters,dc drives,facts devices,matlab,power systems","industires,technology",Engineer-Power Electronics,recommender_dataset,B.Tech,76,122
"analytical skills,people management,leadership,product knowledge,data visualization skills( power bi/ tableau ),machine learning skills,python,sql","financial analysis,research,technology,understand human behaviour,data analytics,govt. job,data scientist,all fields related to data science.,information technology,navy defence related,sports industry",Intern at innodatatics,recommender_dataset,BE,63,164
"finance related skills,civil & criminal law,negotiation skills,good communication skills","social justice,home interior design,information technology",supervisor,recommender_dataset,BA,66,380
"gathering informing, interpersonal skills, building rapport, subject knowledge","teaching, technology",Teacher,recommender_dataset,B.Sc,74.1,333
"active listening,gathering information,communication skills,mass communication","sales/marketing,supply chain analysis",Sales Executive,recommender_dataset,B.Sc,70.3,280
"active listening, python, critical thinking, analytic thinking, gathering informing, artistic skills, communication skills, work under pressure, excel","financial analysis, research, technology, understand human behaviour",Transcriber/Script editor,recommender_dataset,Bhmct,74.1,355
"ml, python, sql, excel, r, tableau",technology,Mechanical Engineer,recommender_dataset,BA,65.55,202
"active listening,hardware skills,business knowledge,communication skills,negotiation skills,mass communication,problem solving skills,sales,social media marketing,hospitality,good communication skills","sales/marketing,social justice,home interior design,market reserach,social media marketing",Felix healtcare pvt ltd,recommender_dataset,MBA,66.5,128
"business knowledge,leadership,product knowledge,problem solving skills,risk management skills,sales,hr","data analytics,market reserach,industires,product life cycle management,sports industry",Engineer,recommender_dataset,B.Tech,70,121
designing skills,design,Design engineer,recommender_dataset,BE,68,105
"proeficiency in software like staad pro, etabs",design,Mechanical Design Engineer,recommender_dataset,B.Tech,68.4,201
"critical thinking, analytic thinking, team work, problem solving skills, reading",teaching,Teacher,recommender_dataset,B.Sc,85.5,333
"programming language skills,linux,sql,java","technology,game industry,market reserach,information technology",Trainee consultant - Quality,recommender_dataset,B.Tech,80,352
"critical thinking,gathering information,civil & criminal law",litigation & legal service,Lawyer -IPR,recommender_dataset,BALLB,70.585,178
"team work, observation skills",technology,Mechanical Engineer,recommender_dataset,B.Tech,73.15,202
"analytical skills,machine learning skills,sales,python,hr","sales/marketing,supply chain analysis,data analytics",Medical and sales reprasentative,recommender_dataset,B.Sc,65,210
social media marketing,digital marketing,Teaching job,recommender_dataset,B.Com,58,337
"proeficiency in software like staad pro, etabs","construction,construction manegement,urban planning,project management",Civil & Structural Engineer,recommender_dataset,B.Tech,78.185,62
"communication skills,leadership,problem solving skills,hospitality,hr,client management,good communication skills,foreign languages french, spanish","technology,data scientist,information technology",Associate it consultant - erp,recommender_dataset,BCA,72,32
"ml, python",technology,Data Scientist,recommender_dataset,B.Tech,72.12,95
"leadership, mass communication, reading, sales","sales/marketing, entrepreneurship, understand human body",Tele-caller,recommender_dataset,Hsc,59,344
"leadership,product knowledge,problem solving skills","research,social justice,teaching,technology",GAT- Engine testing engineer,recommender_dataset,BE,77.9,139
"proeficiency in software like staad pro, etabs","infrastructure,social causes,industires,design,construction,construction manegement",Civil & Structural Engineer,recommender_dataset,B.Tech,91.295,62
"communication skills,presentation skills,artificial intelligence","technology,supply chain analysis",sub Engineer,recommender_dataset,M.Tech,79,379
"people management,architecture","teaching,technology,trading",Site Engineer,recommender_dataset,B.Tech,69,298
"java, sql",entrepreneurship,Java Developer,recommender_dataset,B.Tech,74.1,166
"business knowledge,people management,product knowledge","news coverage,data analytics,govt. job,infrastructure",Telemarketer,recommender_dataset,BA,77,347
